competitor,product,source_platform,review_id,date,rating,title,body,reviewer_name,is_verified,is_recommended,helpful_count,reviewer_attributes
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,4058a2c67e4945be,2021-04-09T00:00:00,,,Boght because of brand recognition but this product did absolutely nothing,missshae,False,True,4,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Medium Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,87f3b130abc28c96,2021-04-09T00:00:00,,Makes my hair less greasy!,"This is a non-sticky, fast-absorbing serum that makes my hair less greasy! I apply about 4-5 drops of the product on each side of my scalp. I haven't noticed any drastic change in hair regrowth/density, however, can attest that my hair has gotten less oily and more voluminous since using this product. I went through 2 bottles of this serum and just ordered another one.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,13,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,cae040351818ad33,2021-04-09T00:00:00,,don’t ever buy - scam,Love this product ... last summer my hair started falling from the root and after using this with other products deff saw a change .... warning can make hair look dirty best to use at night,jajagab,False,False,8,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f73aa9b662bc465f,2021-04-08T00:00:00,,it works but causes breakouts,Doesn’t work at all makes you hair super greasy and leaves a gross white residue that makes you look like you have dandruff,ShannonBu,False,True,13,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,4984a5881a43e1e7,2021-04-08T00:00:00,,LOVEEEE,My hair is really damaged and breaks easily and this has helped my hair and reduced my breakage it’s great! Recommend using before bed it makes the scalp oily but by morning it drys down fine and you can’t even tell.,Allycat1661,False,True,14,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d0a2e684430f7800,2021-04-07T00:00:00,,,I like this product bc I do notice an increase in hair density and growth but I put it on my hairline and my skin breaks out. So I’m sad bc I want to use it but I don’t want the acne,Shan99,False,True,15,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,46750901405ead8c,2021-04-07T00:00:00,,,"this is soooo good. it’s light, doesn’t leave hair greasy, and lasts a long time as only a few drops are needed. I noticed hair growth around my hair line as well as more volume.",McKenns,False,False,10,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,8a2b98d70eecf5df,2021-04-07T00:00:00,,y’all want miracle in 2 nights,I use this product while my hair is in braids. I apply it nightly. I have a lot of new growth and can’t wait to see my progress when I take my hair out:),jennuinlyme,True,True,18,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Deep"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2fb1d580b81a7104,2021-04-07T00:00:00,,It Works Due to the Science of its Ingredients,"This product is BOMB and really underrated. it is a product to enhance hair density AKA how much hair you have on an area, it is NOT castor oil, it will not make your hair longer/stronger. Also, if your pores are full of products, and you have nasty drugstore hair product, don’t expect the serum to work. If you don’t massage your scalp, same thing. This product is really watery, so if you dont massage the are you put the serum, depending on hair porosity, the serum will mostly be absorbed by your hair. This product is really bomb combined with castor oil and vitamin E on bald spots and eyesbrows for me. Results after 1 week on my head & 3 nights for brows.",Aminaaa1,False,False,39,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e62bf2812f1ac081,2021-04-05T00:00:00,,Caused headaches + has a beer smell,"So far, the best product on the market to prevent hair loss and thinning, and to stimulate growth because of its scientifically researched ingredients which target different causes of hair thinning/loss. I have been using this regularly/daily for 5 weeks, and am not only noticing new growth in the front and crown, but also my hair loss has almost stopped. Using this, along with an oral supplement and scrupulous scalp care, is all you need. I have tried almost all the topical products on the market thus far, and this one makes the most scientific sense which of course makes it effective. I will update this review in the next few months.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,34,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b2a6dc6fd4f23d79,2021-04-05T00:00:00,,,I tried this as a fluke and it ended up working super well for me. I had TE and my hair wouldn’t stop falling out. Since I started using this my hair barely falls out anymore and I have tons of new growth!,AnnaVanessa,False,True,17,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,98134adc2c719b18,2021-04-05T00:00:00,,,"I was only able to use this for about 3 weeks because it always seemed to trigger a mild headache a couple hours after every use. Wasnt a fan of the beer smell either, but at least it absorbs pretty fast into your scalp. I also didn't notice any obvious changes in my hair in the short time it was used.",sualexa,False,True,12,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,274dfb92478b0a0e,2021-04-03T00:00:00,,,"I like this better than any similar product, and it’s not nearly as expensive. I’m noticing very subtle change in the thickness of my hair, and my brows. I use a thin shadow brush to apply to my brows. It only gets 4 stars because it’s runny. I have to tip my head back so it doesn’t run across my face. I apply it at night and by morning my hair doesn’t look greasy or anything unlike similar products. Since I don’t like to wash my hair daily that’s a big plus for me. Great product so far. I’ve been using it for 2 months.",AndieJune,False,True,21,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,deff3d201be954cb,2021-04-03T00:00:00,,Absolutely amazing!,This product is phenomenal! My hair is thin and fine but after about 3 weeks of consistent use I saw noticeable hair growth. I am now purchasing my third bottle and love it!,Angelina2020,False,True,9,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0980ba3a2dd8318d,2021-04-03T00:00:00,,worth the money,"This product really does work! I’ve been using this every night before bed for about 3 months and I’ve noticed so much more growth & fullness on the top of my head. Definitely something worth trying if you have very fine, thin hair.",ErinLea94,False,False,14,"{""eye_color"": ""Hazel"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b3e92ffd02921fc6,2021-04-03T00:00:00,,It does work!,I have been using this for a few weeks and have seen a difference! My hair looks fuller and healthier. Definitely worth the money.,SammyDevito,False,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5f3dbabd93044ba6,2021-04-02T00:00:00,,,"Works well! I was very consistent for a few months and my baby hairs all came back (a lot of my hair fell out in the front due to stress and medication) - I would recommend this, It is a great price point and is effective.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,10,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d62f60af3215bc1a,2021-04-01T00:00:00,,,"Highly recommend! My hair dresser noticed an increase in the thickness of my hair as well as hair regrowth around the base of my skull. I apply it before bed 3/4x a week. It goes on oily but come morning, it’s fine, in my opinion!",brimcgahey,False,True,11,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1b1ce89267cf2778,2021-04-01T00:00:00,,,It was alright. It did help w my dry scalp however it does make my scalp kind of itchy and I don’t think it does much for hair growth. It was also sticky certain times and other times it would dry down well. I feel like you would run out of this pretty quick too. Idk I wouldn’t purchase it again.,Viviannattt,False,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,93a1f33236db767f,2021-03-31T00:00:00,,Don’t waste your time or money,"I normally enjoy The Ordinary products but extremely disappointed with this product. I gave it a very fair chance over several months of usage. Regardless of how it was applied, it continued to make my scalp very greasy and leading to limp hair. I definitely wouldn’t repurchase.",MS90,True,True,2,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2ac586e6495d53ab,2021-03-31T00:00:00,,This works and it's incredible!,"I bought this back in January and I’ve already seen huge results! I went almost all of February without using it as well, and rarely use it every single night, and you can see a clear difference in the density of my hair. I showed my friend the other day and she was amazed with the change. Definitely worth the purchase.",kaymar1e,False,False,10,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,037ef05943491cef,2021-03-30T00:00:00,,Meh.....,"Expected more, over a month of use and no results honestly, irritates my forehead if it drips and it does if you’re not super careful, didn’t notice any hair improvement, plus makes your hair oily in the areas you apply it making you have to wash your hair more often",ddaisyd,False,True,6,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1bf5a05f9f18b5ab,2021-03-30T00:00:00,,Amazing!!,"Love this product so much. For a few months, I struggled with hair loss and I started to use this product in my scalp along with scalp massages every night. It made a huge difference and my scalp slowly regained its health!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,9,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,de183c74ee5a31cd,2021-03-29T00:00:00,,,"Barely saw any improvements, it also left my hair oily not sure if I will buy it again",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,4,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2f735e193d4df152,2021-03-28T00:00:00,,,So I have alopecia (hair falls out in patches when I’m stressed ect) and I have this one bald patch which wouldn’t grow back . I’ve been using this product for three weeks and I have so much new growth already! So recommend,emilybell1994ja,False,False,311,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ec2e9cee5fa404b1,2021-03-26T00:00:00,,Great Addition to my Haircare,"My hair thinned out from starting a new birth control and a recent surgery. I started using this product at night, Nizoral shampoo and omega 3 and vita d supplement. in 20 days I am already seeing a difference! I started seeing the roots of my hair coming in thicker after week two.",BrookeAnne12,True,True,192,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ec4fc3f4e22ce3de,2021-03-25T00:00:00,,love it!,"Although it took almost a full bottle of uses to see change, my hair overall looks a lot fuller and thicker. I definitely recommend and will be repurchasing :)",michellematiana,False,False,17,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,67a1d0672b0b3fcd,2021-03-25T00:00:00,,A must buy,I was pretty skeptical about this serum.. but I think I can confidently say it works.. my hair dresser who is brutally honest said my hair looks amazing and has a ton of new growth since I’ve been using this. I don’t use the serum every night probably once or twice a week if that? But I don’t find it makes my hair oily or dry or anything my hair looks the same when I apply it. No downsides it’s worth a try!,stacyyyy,False,True,27,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,63e74931e8eef495,2021-03-23T00:00:00,,"Half a bottle in, no discernible results.","I don't know if this actually improves hair growth or density, because I had to stop using it - after a couple of weeks of applying it every night before bed I noticed weird pimples on my forehead. I remembered reading reviews that mentioned a similar issue and decided to stop using it for a week to see what happens. Sure enough, the pimples have gone away. I really wish I was able to give it a solid try but unless I can figure out a way to prevent the product from getting on my forehead while I sleep, this is a no-go. On the bright side, it didn't irritate my overly sensitive scalp while I was using it, and it didn't make my hair look oily the morning after application.",solveig,False,True,16,"{""eye_color"": ""Gray"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,7c22582e737b6233,2021-03-23T00:00:00,,,I have noticed new growth around my hair line! I use this every night before brushing out my hair and it makes my scalp feel rejuvenated.,mandymyers,False,True,23,"{""eye_color"": ""Hazel"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,71759a64a99cdceb,2021-03-23T00:00:00,,,"I guess I’m one of the unlucky ones that this doesn’t work for. I’m not sure why my hair is falling out in clumps, but I’ve switched shampoos and conditioners, stopped putting my hair in buns, and take a collagen supplement every day. I bought this hoping it might help with some of the thinning and have used half a bottle so far with no discernible results. I do like the fact that there is no smell and that it’s a leave in serum, but that’s about it. No sure if I’ll repurchase, I might try to Keratase one next and just swallow the price tag.",Irischenny,False,False,9,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f9e5558338d93aee,2021-03-22T00:00:00,,Waste of money!,New hair growth in my hairline with 2 weeks of consistent use. Hair growth and thickening in thin areas progressively getting better with prolonged use. This serum is incredible if you’re experiencing baldness or thinning.,calegordon1992,True,True,31,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2cc974669ee0d8a7,2021-03-21T00:00:00,,New Baby Hairs Arise!,"Used daily for 6 weeks. No improvements, no changes. It actually appears its increasing hair fall out.",Dipad2021,False,False,1,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e22119fb9d40da56,2021-03-19T00:00:00,,AMAZED - New Growth within a week!,"THIS STUFF WORKS WITHIN A WEEK! It's non irritating and simple to use! Just a few drops onto a dry scalp ( don't dulute) and Wowsie, off to a full head of hair, that was once getting the dreaded ""wide part""!",https://sephora.i.lithium.com/t5/image/serverpage/image-id/1929537iDFD9833F56A39081/image-dimensions/172x172?v=1.0,False,True,46,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1c55f08bf33952a8,2021-03-18T00:00:00,,,I bought this mainly for dry scalp and it has helped a ton. I tried the living proof dry scalp serum and returned it for this and I’m so glad I did! Not only has it helped my dry scalp it has made my hair look fuller and healthier and has helped fill in 2 bald spots I had from post partum hairloss! Highly recommend this product! I put it on at night and yes it can look greasy but by morning it doesn’t and a little goes a long way!,melissadmh,False,True,23,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0a28acbcd3286564,2021-03-18T00:00:00,,,"So I've been dealing with thinning hair mainly in the hairline over the last 4 years since birth control completely messed with my hormones. Since then, I've tried all kinds of natural remedies and health changes but I've never actually tried a product that was specifically formulated to help with hair loss until I saw this in store and decided to give it a try. I love other Ordinary skincare products and with all the success I've had with them, plus the very affordable price tag, I decided to give this one a shot too. I've only been using it for 2 weeks now, but in the first week I actually noticed new hair growth along my hairline!! I never review stuff but I think this needs to be shared with anyone who could benefit from such an easily accessible solution to thinning hair! From what I've seen in the reviews, some people have had similar experiences to me and some it didn't work for at all, so I would say it all depends on the cause and severity of your thinning/hair loss. Mine wasn't super severe but I did have a lot of thinning in my temples to the point where I filled it in everyday with eyeshadow, but my guess is in a month I won't have to do that anymore! If you can afford to test it out, I highly recommend you give it a try. *Only giving 4 stars because I haven't been using it for a long period but I will give an update in a month!",dfa4,False,True,27,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,fae7c26f8c25edd0,2021-03-18T00:00:00,,Waste of money and time,"I am on my second bottle. I am not sure if it is working, but I also was not consistent in using daily. Seems like it has helped with hair thickness. Would recommend",sonja123,True,True,8,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Deep"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b4aac4752bdfa17c,2021-03-18T00:00:00,,Dry scalp saviour,I used this product for a while and always on my forehead line but never noticed any hair growth. If you have dry scalp it will help you. But for hair growth it didn’t work for me at all,kunwal,False,False,7,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,7b57be7d195b9b85,2021-03-17T00:00:00,,You notice a growth in a month!,"I did not like this product at all. I would put this on before bed and concentrate it on where my hair was thinner. I would wake up and my head would be so itchy. Like I thought I had lice itchy. I had to use my scalp scrubber to get all residue off and if I didn’t, it still itched like crazy. I tried it again and left it on for a shorter amount of time but I was concerned if it would still work. It still itched like crazy. The serum is too runny and I haven’t seen any results. Will not repurchase.",MeighanLaughlin,False,True,15,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,56c8f6cae3bddb5a,2021-03-17T00:00:00,,,I used it daily until i finished the bottle. It didn’t increase my hair density or length. My humble advice is to use minoxidil 5 percent as it is effective,TamTam1234,False,True,25,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9e889b5a8f5260d1,2021-03-17T00:00:00,,,I had extremely dry and flakes scalp. After only a couple uses it’s almost gone and even not using it for a week it’s maintained the balance of my scalp. I cannot say weather it helps with hair density yet because I haven’t been using it for long enough. Great for dry scalp though! Also did not give me an migraines like I’ve heard a few people say,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,2,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b357d26c92a3ef74,2021-03-14T00:00:00,,,This actually works! It does work pretty quickly but it won’t give you long luscious hair in a month. You just notice some difference in a month. It absorbs pretty well and non greasy feeling.,michellekhuynh,False,False,182,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,711b68b82e7db578,2021-03-13T00:00:00,,Greasy Beer in a Bottle,"Helped my dry scalp tremendously!! I used this product to help rebuild the moisture barrier on my scalp. My only complaint is that I find it hard to apply sometimes, if it gets too far into your hair it makes it greasy looking. That being said, after longer use, I find overall my hair is less greasy.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,8,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c515440a7a1a8195,2021-03-11T00:00:00,,"YES, YES, YES, AMAZING!!!!!","Simply, it left my scalp and hair greasy and reeking like beer. I tried to tolerate it and use it anyway, at least every other nights where I planned to wash my hair in the morning, but the stench was too overwhelming. I can’t speak to its efficacy because I couldn’t finish the bottle. This purchase was a disappointment, because I adore all the other Deciem products I’ve tried.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,12,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,fa1e25701894c22c,2021-03-10T00:00:00,,,"YES, YES, YES, AMAZING! If you want healthier, longer, softer hair, then this is serum is FOR YOU! I'm only on my second bottle (about a month of use per bottle with near nightly application) and my hair looks fuller, healthier and legit longer. Beyond that it's easy to apply, easy to use, and really everything I hoped it wold be. Given how often I'm being asked if I got extensions, I would even go so far as to say that it is the equivalent to weave-in-a-bottle. Trust the hype, in this case it is real!",https://sephora.i.lithium.com/t5/image/serverpage/image-id/1891301iE5D69FBE3EFD72D9/image-dimensions/172x172?v=1.0,False,True,36,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,a981636ada24b6d1,2021-03-10T00:00:00,,,"Disappointed... Used over a month no change. Hate the look and feel of scalp getting greasy applying this. For the price, its not a huge loss if it doesn't work.",ppammi,False,True,9,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Medium Tan"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,dc20feec692221c5,2021-03-10T00:00:00,,,"Super good! Helped my hair grow tremendously within weeks. Just don’t put to much in your hair bc it can be a lil on the greasy side. Other than that, it worked!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,11,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,7b41a497f690c35c,2021-03-08T00:00:00,,,I’ve been using this for 2 weeks or so now and I’ve already noticed such a difference in my hair volume and feeling of thickness. I’ve also been putting it on my eyebrows and they’re growing in well.,sloane3,False,False,19,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Medium"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,05967e803aafbf28,2021-03-06T00:00:00,,Do It,"This product singlehandedly fixed my baby hair patch. The hair is growing for the first time in 20 years and its incredible. I also use this on my eyebrows and eyelashes so much so my lash, as well as my eyebrow lady has made a comment. I have been using this product every night since December and after almost four months I still have 1/3 of the bottle left. Superb value for the quantity and results. 10/10 would recommend!!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,46,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,bdbbff06fbdcefe4,2021-03-06T00:00:00,,THIS IS GOLD. HOLY GRAIL PRODUCT,This works. Period. My hair is growing insanely fast and it’s growing in thicker. My hairstylist noticed a difference in my hair almost immediately. This little bottle is a miracle.,sage1994,False,False,20,"{""eye_color"": ""Hazel"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c2940f2e78868c79,2021-03-06T00:00:00,,"Worth a try, will be repurchasing","I’m almost done my first bottle, for context I’ve always dealt with hair loss due to stress. My hair is thin around the left side of my head and around the crown. I applied it about every night, or every other night, and it’s not greasy unless you used more than 2 full drops of the dropper in a certain area. I find that it helped sprout little baby hairs around the areas I applied it to, which didn’t help fully fill out my thinner areas as the hairs are still small, but it’s nice to know that eventually that hair will grow out and hopefully be a little more filled. I also found that it helped with shedding when I washed my hair, I usually end up with clumps in the shower but I barely had 2 strands leave my head. I still found shedding and breakage to be an issue with certain hair ties and my detangler brush, but it wasn’t as bad as it used to be. Plus, my family actually pointed out my hair was less susceptible to getting tangled and knotty lately. I’m buying another bottle to see how these little hair sprouts develop. I say it’s worth trying at least once if you’re intrigued. I took off 1 star because I find that I have to use quite a bit to cover all the areas I want to cover which leaves my hair a bit greasy and because you have to be consistent with it, so if you’re extremely lazy about consistently taking products or don’t have a night time routine this isn’t for you.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,26,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,53c6ba58b7c00c56,2021-03-05T00:00:00,,hydration? yes! ... hair growth? not yet,Started using this after experiencing hair loss from changing birth control (ugh) and after 1 bottle I can’t say it increased hair growth but it definitely HYDRATES my scalp which I didn’t even realize I needed. Re-ordering for the scalp hydration. However I only used like 1-2 times a week so I might not be the best review for the hair growth factor.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,11,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d930660c4a252d87,2021-03-04T00:00:00,,Love Love Love,"I was pretty skeptical if this would work, but after using this serum for a few weeks, my hair is noticeably thicker. It feels fuller and healthier than before and has actually helped with oil control! I have fine hair and it would get oily quickly. Since using The Ordinary’s hair serum, I have been able to longer without washing it, which keeps my hair feeling healthier. 10/10 recommend!",https://sephora.i.lithium.com/t5/image/serverpage/image-id/1662831i000ED78272981F8F/image-dimensions/172x172?v=1.0,False,True,19,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,75f7dcdc87d34741,2021-03-04T00:00:00,,,"I have been going through Alopecia since I was 13 years old. I am 30 now. Tried various things like Minoxidil, LED, Ayurveda. Thought I will try this as one. I have started seeing grey hairs after started using this. I thought it could be because I am hitting 30. But once I have stopped using this one my greys stopped ( Touchwood)",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,23,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,a39f16a47c2d9b4d,2021-03-03T00:00:00,,Quick Results,Bought it to see if it worked and I didn’t see any results tbh. My hair has fallen out over the years and this really didn’t do much in making it thicker or fuller.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,9,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,dbf0389c85ecef2c,2021-03-03T00:00:00,,fair chance,"I am blown away by the fast results I’ve had using this once a night before bed time. I use it specifically on some spots by my hair line thinning, most likely from wearing my hair in a bun a lot, and I’ve already seen significant improvement in two weeks. I wake up and my scalp is more moisturized and stimulated where I applied it and there has been new growth and baby hairs coming in already. I also love how it’s not messy to apply and has no scent. It also didn’t stain my pillow cases.",https://sephora.i.lithium.com/t5/image/serverpage/image-id/1835354iC8B9C8319BCDBED4/image-dimensions/172x172?v=1.0,False,False,40,
